head	relation	tail
Gabapentin	contraindication	pyoureter
Ergometrine	contraindication	kidney disease
Ergometrine	contraindication	pyoureter
Tetracycline	contraindication	kidney disease
Tetracycline	contraindication	pyoureter
Tridihexethyl	contraindication	kidney disease
Tridihexethyl	contraindication	pyoureter
Aminocaproic acid	contraindication	kidney disease
Aminocaproic acid	contraindication	pyoureter
Edetic acid	contraindication	kidney disease
Edetic acid	contraindication	pyoureter
Sulfasalazine	contraindication	kidney disease
Sulfasalazine	contraindication	pyoureter
Cyclosporine	contraindication	kidney disease
Cyclosporine	contraindication	pyoureter
Megestrol acetate	contraindication	kidney disease
Megestrol acetate	contraindication	pyoureter
Acyclovir	contraindication	kidney disease
Acyclovir	contraindication	pyoureter
Phenoxybenzamine	contraindication	kidney disease
Phenoxybenzamine	contraindication	pyoureter
Levodopa	contraindication	kidney disease
Levodopa	contraindication	pyoureter
Acetazolamide	contraindication	kidney disease
Acetazolamide	contraindication	pyoureter
Isocarboxazid	contraindication	kidney disease
Isocarboxazid	contraindication	pyoureter
Procaine	contraindication	kidney disease
Procaine	contraindication	pyoureter
Phenylephrine	contraindication	kidney disease
Phenylephrine	contraindication	pyoureter
Folic acid	contraindication	kidney disease
Folic acid	contraindication	pyoureter
Methotrexate	contraindication	kidney disease
Methotrexate	contraindication	pyoureter
Kanamycin	contraindication	kidney disease
Kanamycin	contraindication	pyoureter
Idarubicin	contraindication	kidney disease
Idarubicin	contraindication	pyoureter
Azelastine	contraindication	kidney disease
Azelastine	contraindication	pyoureter
Clavulanic acid	contraindication	kidney disease
Clavulanic acid	contraindication	pyoureter
Chlorothiazide	contraindication	kidney disease
Chlorothiazide	contraindication	pyoureter
Hydrochlorothiazide	contraindication	kidney disease
Hydrochlorothiazide	contraindication	pyoureter
Biotin	contraindication	kidney disease
Biotin	contraindication	pyoureter
Theophylline	contraindication	kidney disease
Theophylline	contraindication	pyoureter
Prochlorperazine	contraindication	kidney disease
Prochlorperazine	contraindication	pyoureter
Dipyridamole	contraindication	kidney disease
Dipyridamole	contraindication	pyoureter
Chlordiazepoxide	contraindication	kidney disease
Chlordiazepoxide	contraindication	pyoureter
Testosterone	contraindication	kidney disease
Testosterone	contraindication	pyoureter
Testosterone cypionate	contraindication	kidney disease
Testosterone cypionate	contraindication	pyoureter
Methyltestosterone	contraindication	kidney disease
Methyltestosterone	contraindication	pyoureter
Pyrimethamine	contraindication	kidney disease
Pyrimethamine	contraindication	pyoureter
Caffeine	contraindication	kidney disease
Caffeine	contraindication	pyoureter
Triptorelin	contraindication	kidney disease
Triptorelin	contraindication	pyoureter
Sulfinpyrazone	contraindication	kidney disease
Sulfinpyrazone	contraindication	pyoureter
Streptomycin	contraindication	kidney disease
Streptomycin	contraindication	pyoureter
Testosterone propionate	contraindication	kidney disease
Testosterone propionate	contraindication	pyoureter
Progesterone	contraindication	kidney disease
Progesterone	contraindication	pyoureter
Sulfamethazine	contraindication	kidney disease
Sulfamethazine	contraindication	pyoureter
Probenecid	contraindication	kidney disease
Probenecid	contraindication	pyoureter
Ethinylestradiol	contraindication	kidney disease
Ethinylestradiol	contraindication	pyoureter
Meprobamate	contraindication	kidney disease
Meprobamate	contraindication	pyoureter
Amobarbital	contraindication	kidney disease
Amobarbital	contraindication	pyoureter
Phenytoin	contraindication	kidney disease
Phenytoin	contraindication	pyoureter
Morphine	contraindication	kidney disease
Morphine	contraindication	pyoureter
Epirubicin	contraindication	kidney disease
Epirubicin	contraindication	pyoureter
Netilmicin	contraindication	kidney disease
Netilmicin	contraindication	pyoureter
Oxybutynin	contraindication	kidney disease
Oxybutynin	contraindication	pyoureter
Acarbose	contraindication	kidney disease
Acarbose	contraindication	pyoureter
Sufentanil	contraindication	kidney disease
Sufentanil	contraindication	pyoureter
L-Lysine	contraindication	kidney disease
L-Lysine	contraindication	pyoureter
Glutamic acid	contraindication	kidney disease
Glutamic acid	contraindication	pyoureter
Aspartic acid	contraindication	kidney disease
Aspartic acid	contraindication	pyoureter
Chloramphenicol	contraindication	kidney disease
Chloramphenicol	contraindication	pyoureter
Quinidine	contraindication	kidney disease
Quinidine	contraindication	pyoureter
Diethylstilbestrol	contraindication	kidney disease
Diethylstilbestrol	contraindication	pyoureter
Serine	contraindication	kidney disease
Serine	contraindication	pyoureter
Alanine	contraindication	kidney disease
Alanine	contraindication	pyoureter
Glycine	contraindication	kidney disease
Glycine	contraindication	pyoureter
Nitazoxanide	contraindication	kidney disease
Nitazoxanide	contraindication	pyoureter
Iopodic acid	contraindication	kidney disease
Iopodic acid	contraindication	pyoureter
Methyldopa	contraindication	kidney disease
Methyldopa	contraindication	pyoureter
Methazolamide	contraindication	kidney disease
Methazolamide	contraindication	pyoureter
Lithium carbonate	contraindication	kidney disease
Lithium carbonate	contraindication	pyoureter
Cefuroxime	contraindication	kidney disease
Cefuroxime	contraindication	pyoureter
Salsalate	contraindication	kidney disease
Salsalate	contraindication	pyoureter
Dinoprost	contraindication	kidney disease
Dinoprost	contraindication	pyoureter
Methacholine	contraindication	kidney disease
Methacholine	contraindication	pyoureter
Droperidol	contraindication	kidney disease
Droperidol	contraindication	pyoureter
Magnesium carbonate	contraindication	kidney disease
Magnesium carbonate	contraindication	pyoureter
Flecainide	contraindication	kidney disease
Flecainide	contraindication	pyoureter
Levocarnitine	contraindication	kidney disease
Levocarnitine	contraindication	pyoureter
Propafenone	contraindication	kidney disease
Propafenone	contraindication	pyoureter
Etonogestrel	contraindication	kidney disease
Etonogestrel	contraindication	pyoureter
Procaine benzylpenicillin	contraindication	kidney disease
Procaine benzylpenicillin	contraindication	pyoureter
Pentostatin	contraindication	kidney disease
Pentostatin	contraindication	pyoureter
Metamfetamine	contraindication	kidney disease
Metamfetamine	contraindication	pyoureter
Methocarbamol	contraindication	kidney disease
Methocarbamol	contraindication	pyoureter
Sirolimus	contraindication	kidney disease
Sirolimus	contraindication	pyoureter
Norelgestromin	contraindication	kidney disease
Norelgestromin	contraindication	pyoureter
Indomethacin	contraindication	kidney disease
Indomethacin	contraindication	pyoureter
Oxandrolone	contraindication	kidney disease
Oxandrolone	contraindication	pyoureter
Propranolol	contraindication	kidney disease
Propranolol	contraindication	pyoureter
Profenamine	contraindication	kidney disease
Profenamine	contraindication	pyoureter
Trimetrexate	contraindication	kidney disease
Trimetrexate	contraindication	pyoureter
Stanolone	contraindication	kidney disease
Stanolone	contraindication	pyoureter
Ethadione	contraindication	kidney disease
Ethadione	contraindication	pyoureter
Penicillamine	contraindication	kidney disease
Penicillamine	contraindication	pyoureter
Verapamil	contraindication	kidney disease
Verapamil	contraindication	pyoureter
Thiotepa	contraindication	kidney disease
Thiotepa	contraindication	pyoureter
Spironolactone	contraindication	kidney disease
Spironolactone	contraindication	pyoureter
Mezlocillin	contraindication	kidney disease
Mezlocillin	contraindication	pyoureter
Biperiden	contraindication	kidney disease
Biperiden	contraindication	pyoureter
Tizanidine	contraindication	kidney disease
Tizanidine	contraindication	pyoureter
Flurbiprofen	contraindication	kidney disease
Flurbiprofen	contraindication	pyoureter
Phenelzine	contraindication	kidney disease
Phenelzine	contraindication	pyoureter
Tyramine	contraindication	kidney disease
Tyramine	contraindication	pyoureter
Epinephrine	contraindication	kidney disease
Epinephrine	contraindication	pyoureter
Scopolamine	contraindication	kidney disease
Scopolamine	contraindication	pyoureter
Fluorouracil	contraindication	kidney disease
Fluorouracil	contraindication	pyoureter
Procainamide	contraindication	kidney disease
Procainamide	contraindication	pyoureter
Bacampicillin	contraindication	kidney disease
Bacampicillin	contraindication	pyoureter
Methadyl acetate	contraindication	kidney disease
Methadyl acetate	contraindication	pyoureter
Guanabenz	contraindication	kidney disease
Guanabenz	contraindication	pyoureter
Rilpivirine	contraindication	kidney disease
Rilpivirine	contraindication	pyoureter
Floxuridine	contraindication	kidney disease
Floxuridine	contraindication	pyoureter
Ascorbic acid	contraindication	kidney disease
Ascorbic acid	contraindication	pyoureter
Reserpine	contraindication	kidney disease
Reserpine	contraindication	pyoureter
Imipramine	contraindication	kidney disease
Imipramine	contraindication	pyoureter
Amitriptyline	contraindication	kidney disease
Amitriptyline	contraindication	pyoureter
Desipramine	contraindication	kidney disease
Desipramine	contraindication	pyoureter
Mercaptopurine	contraindication	kidney disease
Mercaptopurine	contraindication	pyoureter
Estradiol	contraindication	kidney disease
Estradiol	contraindication	pyoureter
Hydrocortisone	contraindication	kidney disease
Hydrocortisone	contraindication	pyoureter
Ergocalciferol	contraindication	kidney disease
Ergocalciferol	contraindication	pyoureter
Mitomycin	contraindication	kidney disease
Mitomycin	contraindication	pyoureter
Phenobarbital	contraindication	kidney disease
Phenobarbital	contraindication	pyoureter
Cortisone acetate	contraindication	kidney disease
Cortisone acetate	contraindication	pyoureter
Hydrocortisone acetate	contraindication	kidney disease
Hydrocortisone acetate	contraindication	pyoureter
Eltrombopag	contraindication	kidney disease
Eltrombopag	contraindication	pyoureter
Sitagliptin	contraindication	kidney disease
Sitagliptin	contraindication	pyoureter
Carbinoxamine	contraindication	kidney disease
Carbinoxamine	contraindication	pyoureter
Triprolidine	contraindication	kidney disease
Triprolidine	contraindication	pyoureter
Dyphylline	contraindication	kidney disease
Dyphylline	contraindication	pyoureter
Gabapentin enacarbil	contraindication	kidney disease
Gabapentin enacarbil	contraindication	pyoureter
Isotretinoin	contraindication	kidney disease
Isotretinoin	contraindication	pyoureter
Carbenicillin	contraindication	kidney disease
Carbenicillin	contraindication	pyoureter
Dextropropoxyphene	contraindication	kidney disease
Dextropropoxyphene	contraindication	pyoureter
Hydromorphone	contraindication	kidney disease
Hydromorphone	contraindication	pyoureter
Naloxone	contraindication	kidney disease
Naloxone	contraindication	pyoureter
Metronidazole	contraindication	kidney disease
Metronidazole	contraindication	pyoureter
Foscarnet	contraindication	kidney disease
Foscarnet	contraindication	pyoureter
Fentanyl	contraindication	kidney disease
Fentanyl	contraindication	pyoureter
Dacarbazine	contraindication	kidney disease
Dacarbazine	contraindication	pyoureter
Oxymetholone	contraindication	kidney disease
Oxymetholone	contraindication	pyoureter
Nabumetone	contraindication	kidney disease
Nabumetone	contraindication	pyoureter
Cladribine	contraindication	kidney disease
Cladribine	contraindication	pyoureter
Diltiazem	contraindication	kidney disease
Diltiazem	contraindication	pyoureter
Nadolol	contraindication	kidney disease
Nadolol	contraindication	pyoureter
Carboplatin	contraindication	kidney disease
Carboplatin	contraindication	pyoureter
Etodolac	contraindication	kidney disease
Etodolac	contraindication	pyoureter
Capsaicin	contraindication	kidney disease
Capsaicin	contraindication	pyoureter
Pamidronic acid	contraindication	kidney disease
Pamidronic acid	contraindication	pyoureter
Triamterene	contraindication	kidney disease
Triamterene	contraindication	pyoureter
Bupivacaine	contraindication	kidney disease
Bupivacaine	contraindication	pyoureter
Penbutolol	contraindication	kidney disease
Penbutolol	contraindication	pyoureter
Minoxidil	contraindication	kidney disease
Minoxidil	contraindication	pyoureter
Sulindac	contraindication	kidney disease
Sulindac	contraindication	pyoureter
Ifosfamide	contraindication	kidney disease
Ifosfamide	contraindication	pyoureter
Maraviroc	contraindication	kidney disease
Maraviroc	contraindication	pyoureter
Acebutolol	contraindication	kidney disease
Acebutolol	contraindication	pyoureter
Amikacin	contraindication	kidney disease
Amikacin	contraindication	pyoureter
Disopyramide	contraindication	kidney disease
Disopyramide	contraindication	pyoureter
Telavancin	contraindication	kidney disease
Telavancin	contraindication	pyoureter
Azlocillin	contraindication	kidney disease
Azlocillin	contraindication	pyoureter
Labetalol	contraindication	kidney disease
Labetalol	contraindication	pyoureter
Quazepam	contraindication	kidney disease
Quazepam	contraindication	pyoureter
Rivaroxaban	contraindication	kidney disease
Rivaroxaban	contraindication	pyoureter
Diazoxide	contraindication	kidney disease
Diazoxide	contraindication	pyoureter
Piroxicam	contraindication	kidney disease
Piroxicam	contraindication	pyoureter
Dinoprostone	contraindication	kidney disease
Dinoprostone	contraindication	pyoureter
Saxagliptin	contraindication	kidney disease
Saxagliptin	contraindication	pyoureter
Pentazocine	contraindication	kidney disease
Pentazocine	contraindication	pyoureter
Galantamine	contraindication	kidney disease
Galantamine	contraindication	pyoureter
Cefoxitin	contraindication	kidney disease
Cefoxitin	contraindication	pyoureter
Norgestimate	contraindication	kidney disease
Norgestimate	contraindication	pyoureter
Bupropion	contraindication	kidney disease
Bupropion	contraindication	pyoureter
Cyclacillin	contraindication	kidney disease
Cyclacillin	contraindication	pyoureter
Ticarcillin	contraindication	kidney disease
Ticarcillin	contraindication	pyoureter
Polythiazide	contraindication	kidney disease
Polythiazide	contraindication	pyoureter
Cefamandole	contraindication	kidney disease
Cefamandole	contraindication	pyoureter
Telbivudine	contraindication	kidney disease
Telbivudine	contraindication	pyoureter
Glucosamine	contraindication	kidney disease
Glucosamine	contraindication	pyoureter
Auranofin	contraindication	kidney disease
Auranofin	contraindication	pyoureter
Coenzyme M	contraindication	kidney disease
Coenzyme M	contraindication	pyoureter
Magnesium citrate	contraindication	kidney disease
Magnesium citrate	contraindication	pyoureter
Paclitaxel	contraindication	kidney disease
Paclitaxel	contraindication	pyoureter
Tobramycin	contraindication	kidney disease
Tobramycin	contraindication	pyoureter
Calcitriol	contraindication	kidney disease
Calcitriol	contraindication	pyoureter
Azacitidine	contraindication	kidney disease
Azacitidine	contraindication	pyoureter
Levomefolic acid	contraindication	kidney disease
Levomefolic acid	contraindication	pyoureter
Testosterone enanthate	contraindication	kidney disease
Testosterone enanthate	contraindication	pyoureter
Estradiol cypionate	contraindication	kidney disease
Estradiol cypionate	contraindication	pyoureter
Edrophonium	contraindication	kidney disease
Edrophonium	contraindication	pyoureter
Dicloxacillin	contraindication	kidney disease
Dicloxacillin	contraindication	pyoureter
Doxapram	contraindication	kidney disease
Doxapram	contraindication	pyoureter
Stavudine	contraindication	kidney disease
Stavudine	contraindication	pyoureter
Zidovudine	contraindication	kidney disease
Zidovudine	contraindication	pyoureter
Acetylcarnitine	contraindication	kidney disease
Acetylcarnitine	contraindication	pyoureter
Tretinoin	contraindication	kidney disease
Tretinoin	contraindication	pyoureter
Amphetamine	contraindication	kidney disease
Amphetamine	contraindication	pyoureter
Estramustine	contraindication	kidney disease
Estramustine	contraindication	pyoureter
Estazolam	contraindication	kidney disease
Estazolam	contraindication	pyoureter
Ephedrine	contraindication	kidney disease
Ephedrine	contraindication	pyoureter
Calcium gluconate	contraindication	kidney disease
Calcium gluconate	contraindication	pyoureter
Propantheline	contraindication	kidney disease
Propantheline	contraindication	pyoureter
Carbamazepine	contraindication	kidney disease
Carbamazepine	contraindication	pyoureter
Teniposide	contraindication	kidney disease
Teniposide	contraindication	pyoureter
Fenoprofen	contraindication	kidney disease
Fenoprofen	contraindication	pyoureter
Prazepam	contraindication	kidney disease
Prazepam	contraindication	pyoureter
Glipizide	contraindication	kidney disease
Glipizide	contraindication	pyoureter
Calcium glucoheptonate	contraindication	kidney disease
Calcium glucoheptonate	contraindication	pyoureter
Alprazolam	contraindication	kidney disease
Alprazolam	contraindication	pyoureter
Triazolam	contraindication	kidney disease
Triazolam	contraindication	pyoureter
Carbidopa	contraindication	kidney disease
Carbidopa	contraindication	pyoureter
Difenoxin	contraindication	kidney disease
Difenoxin	contraindication	pyoureter
Sevoflurane	contraindication	kidney disease
Sevoflurane	contraindication	pyoureter
Etidronic acid	contraindication	kidney disease
Etidronic acid	contraindication	pyoureter
Levobupivacaine	contraindication	kidney disease
Levobupivacaine	contraindication	pyoureter
Calcium glycerophosphate	contraindication	kidney disease
Calcium glycerophosphate	contraindication	pyoureter
Timolol	contraindication	kidney disease
Timolol	contraindication	pyoureter
Amoxicillin	contraindication	kidney disease
Amoxicillin	contraindication	pyoureter
Tolmetin	contraindication	kidney disease
Tolmetin	contraindication	pyoureter
Amiloride	contraindication	kidney disease
Amiloride	contraindication	pyoureter
Mepenzolate	contraindication	kidney disease
Mepenzolate	contraindication	pyoureter
Dexchlorpheniramine	contraindication	kidney disease
Dexchlorpheniramine	contraindication	pyoureter
Felbamate	contraindication	kidney disease
Felbamate	contraindication	pyoureter
Polyethylene glycol	contraindication	kidney disease
Polyethylene glycol	contraindication	pyoureter
Polyethylene glycol 400	contraindication	kidney disease
Polyethylene glycol 400	contraindication	pyoureter
Polyethylene glycol 300	contraindication	kidney disease
Polyethylene glycol 300	contraindication	pyoureter
Polyethylene glycol 3500	contraindication	kidney disease
Polyethylene glycol 3500	contraindication	pyoureter
Sulfadoxine	contraindication	kidney disease
Sulfadoxine	contraindication	pyoureter
Articaine	contraindication	kidney disease
Articaine	contraindication	pyoureter
Decitabine	contraindication	kidney disease
Decitabine	contraindication	pyoureter
Micafungin	contraindication	kidney disease
Micafungin	contraindication	pyoureter
Fosfomycin	contraindication	kidney disease
Fosfomycin	contraindication	pyoureter
Diflunisal	contraindication	kidney disease
Diflunisal	contraindication	pyoureter
Naproxen	contraindication	kidney disease
Naproxen	contraindication	pyoureter
Silver sulfadiazine	contraindication	kidney disease
Silver sulfadiazine	contraindication	pyoureter
Ketoprofen	contraindication	kidney disease
Ketoprofen	contraindication	pyoureter
Nifedipine	contraindication	kidney disease
Nifedipine	contraindication	pyoureter
Oxaprozin	contraindication	kidney disease
Oxaprozin	contraindication	pyoureter
Daunorubicin	contraindication	kidney disease
Daunorubicin	contraindication	pyoureter
Digoxin	contraindication	kidney disease
Digoxin	contraindication	pyoureter
Pimozide	contraindication	kidney disease
Pimozide	contraindication	pyoureter
Nalbuphine	contraindication	kidney disease
Nalbuphine	contraindication	pyoureter
Flucytosine	contraindication	kidney disease
Flucytosine	contraindication	pyoureter
Deferasirox	contraindication	kidney disease
Deferasirox	contraindication	pyoureter
Tenofovir disoproxil	contraindication	kidney disease
Tenofovir disoproxil	contraindication	pyoureter
Meclocycline	contraindication	kidney disease
Meclocycline	contraindication	pyoureter
Tiopronin	contraindication	kidney disease
Tiopronin	contraindication	pyoureter
Calcifediol	contraindication	kidney disease
Calcifediol	contraindication	pyoureter
Magnesium lactate	contraindication	kidney disease
Magnesium lactate	contraindication	pyoureter
Magnesium salicylate	contraindication	kidney disease
Magnesium salicylate	contraindication	pyoureter
Streptozocin	contraindication	kidney disease
Streptozocin	contraindication	pyoureter
Erlotinib	contraindication	kidney disease
Erlotinib	contraindication	pyoureter
Cabazitaxel	contraindication	kidney disease
Cabazitaxel	contraindication	pyoureter
Phenylbutyric acid	contraindication	kidney disease
Phenylbutyric acid	contraindication	pyoureter
Sulfacytine	contraindication	kidney disease
Sulfacytine	contraindication	pyoureter
Flurazepam	contraindication	kidney disease
Flurazepam	contraindication	pyoureter
Danazol	contraindication	kidney disease
Danazol	contraindication	pyoureter
Celecoxib	contraindication	kidney disease
Celecoxib	contraindication	pyoureter
Bendamustine	contraindication	kidney disease
Bendamustine	contraindication	pyoureter
Temsirolimus	contraindication	kidney disease
Temsirolimus	contraindication	pyoureter
Fingolimod	contraindication	kidney disease
Fingolimod	contraindication	pyoureter
Clonazepam	contraindication	kidney disease
Clonazepam	contraindication	pyoureter
Cromoglicic acid	contraindication	kidney disease
Cromoglicic acid	contraindication	pyoureter
Silodosin	contraindication	kidney disease
Silodosin	contraindication	pyoureter
Iocetamic acid	contraindication	kidney disease
Iocetamic acid	contraindication	pyoureter
Everolimus	contraindication	kidney disease
Everolimus	contraindication	pyoureter
Ibuprofen	contraindication	kidney disease
Ibuprofen	contraindication	pyoureter
Cephalexin	contraindication	kidney disease
Cephalexin	contraindication	pyoureter
Mangafodipir	contraindication	kidney disease
Mangafodipir	contraindication	pyoureter
Pyridostigmine	contraindication	kidney disease
Pyridostigmine	contraindication	pyoureter
Tranylcypromine	contraindication	kidney disease
Tranylcypromine	contraindication	pyoureter
Efavirenz	contraindication	kidney disease
Efavirenz	contraindication	pyoureter
Carmustine	contraindication	kidney disease
Carmustine	contraindication	pyoureter
Cianidanol	contraindication	kidney disease
Cianidanol	contraindication	pyoureter
Ertapenem	contraindication	kidney disease
Ertapenem	contraindication	pyoureter
Imatinib	contraindication	kidney disease
Imatinib	contraindication	pyoureter
Methohexital	contraindication	kidney disease
Methohexital	contraindication	pyoureter
Aminobenzoic acid	contraindication	kidney disease
Aminobenzoic acid	contraindication	pyoureter
Magnesium trisilicate	contraindication	kidney disease
Magnesium trisilicate	contraindication	pyoureter
Butacaine	contraindication	kidney disease
Butacaine	contraindication	pyoureter
Bismuth subsalicylate	contraindication	kidney disease
Bismuth subsalicylate	contraindication	pyoureter
Phenylpropanolamine	contraindication	kidney disease
Phenylpropanolamine	contraindication	pyoureter
Melphalan	contraindication	kidney disease
Melphalan	contraindication	pyoureter
Thiabendazole	contraindication	kidney disease
Thiabendazole	contraindication	pyoureter
Tenofovir	contraindication	kidney disease
Tenofovir	contraindication	pyoureter
Cytarabine	contraindication	kidney disease
Cytarabine	contraindication	pyoureter
Proline	contraindication	kidney disease
Proline	contraindication	pyoureter
Nafcillin	contraindication	kidney disease
Nafcillin	contraindication	pyoureter
Ziprasidone	contraindication	kidney disease
Ziprasidone	contraindication	pyoureter
Chromium picolinate	contraindication	kidney disease
Chromium picolinate	contraindication	pyoureter
Selegiline	contraindication	kidney disease
Selegiline	contraindication	pyoureter
Yohimbine	contraindication	kidney disease
Yohimbine	contraindication	pyoureter
Cerivastatin	contraindication	kidney disease
Cerivastatin	contraindication	pyoureter
Telmisartan	contraindication	kidney disease
Telmisartan	contraindication	pyoureter
Sulfamethizole	contraindication	kidney disease
Sulfamethizole	contraindication	pyoureter
Sulfacetamide	contraindication	kidney disease
Sulfacetamide	contraindication	pyoureter
Trihexyphenidyl	contraindication	kidney disease
Trihexyphenidyl	contraindication	pyoureter
Emtricitabine	contraindication	kidney disease
Emtricitabine	contraindication	pyoureter
Adefovir dipivoxil	contraindication	kidney disease
Adefovir dipivoxil	contraindication	pyoureter
Ferrous fumarate	contraindication	kidney disease
Ferrous fumarate	contraindication	pyoureter
Bacitracin	contraindication	kidney disease
Bacitracin	contraindication	pyoureter
Vancomycin	contraindication	kidney disease
Vancomycin	contraindication	pyoureter
Amoxapine	contraindication	kidney disease
Amoxapine	contraindication	pyoureter
Pramocaine	contraindication	kidney disease
Pramocaine	contraindication	pyoureter
Amphotericin B	contraindication	kidney disease
Amphotericin B	contraindication	pyoureter
Zolmitriptan	contraindication	kidney disease
Zolmitriptan	contraindication	pyoureter
Lepirudin	contraindication	kidney disease
Lepirudin	contraindication	pyoureter
Trimethobenzamide	contraindication	kidney disease
Trimethobenzamide	contraindication	pyoureter
Mafenide	contraindication	kidney disease
Mafenide	contraindication	pyoureter
Pemetrexed	contraindication	kidney disease
Pemetrexed	contraindication	pyoureter
Lidocaine	contraindication	kidney disease
Lidocaine	contraindication	pyoureter
Abacavir	contraindication	kidney disease
Abacavir	contraindication	pyoureter
Pindolol	contraindication	kidney disease
Pindolol	contraindication	pyoureter
Repaglinide	contraindication	kidney disease
Repaglinide	contraindication	pyoureter
Hydroflumethiazide	contraindication	kidney disease
Hydroflumethiazide	contraindication	pyoureter
Methyclothiazide	contraindication	kidney disease
Methyclothiazide	contraindication	pyoureter
Lamivudine	contraindication	kidney disease
Lamivudine	contraindication	pyoureter
Atorvastatin	contraindication	kidney disease
Atorvastatin	contraindication	pyoureter
Rimantadine	contraindication	kidney disease
Rimantadine	contraindication	pyoureter
Trichlormethiazide	contraindication	kidney disease
Trichlormethiazide	contraindication	pyoureter
Chloroprocaine	contraindication	kidney disease
Chloroprocaine	contraindication	pyoureter
Arsenic trioxide	contraindication	kidney disease
Arsenic trioxide	contraindication	pyoureter
Methscopolamine	contraindication	kidney disease
Methscopolamine	contraindication	pyoureter
Chlorpheniramine	contraindication	kidney disease
Chlorpheniramine	contraindication	pyoureter
Dexbrompheniramine	contraindication	kidney disease
Dexbrompheniramine	contraindication	pyoureter
Entacapone	contraindication	kidney disease
Entacapone	contraindication	pyoureter
Magnesium oxide	contraindication	kidney disease
Magnesium oxide	contraindication	pyoureter
Magnesium hydroxide	contraindication	kidney disease
Magnesium hydroxide	contraindication	pyoureter
Lomustine	contraindication	kidney disease
Lomustine	contraindication	pyoureter
Levocetirizine	contraindication	kidney disease
Levocetirizine	contraindication	pyoureter
Sulfamerazine	contraindication	kidney disease
Sulfamerazine	contraindication	pyoureter
Sulfabenzamide	contraindication	kidney disease
Sulfabenzamide	contraindication	pyoureter
Sulfisoxazole	contraindication	kidney disease
Sulfisoxazole	contraindication	pyoureter
Trimethadione	contraindication	kidney disease
Trimethadione	contraindication	pyoureter
Demeclocycline	contraindication	kidney disease
Demeclocycline	contraindication	pyoureter
Sodium acetate	contraindication	kidney disease
Sodium acetate	contraindication	pyoureter
Hydroxyurea	contraindication	kidney disease
Hydroxyurea	contraindication	pyoureter
Dextromethorphan	contraindication	kidney disease
Dextromethorphan	contraindication	pyoureter
Butabarbital	contraindication	kidney disease
Butabarbital	contraindication	pyoureter
Primidone	contraindication	kidney disease
Primidone	contraindication	pyoureter
Hydrocodone	contraindication	kidney disease
Hydrocodone	contraindication	pyoureter
Dihydrocodeine	contraindication	kidney disease
Dihydrocodeine	contraindication	pyoureter
Rosiglitazone	contraindication	kidney disease
Rosiglitazone	contraindication	pyoureter
Aurothioglucose	contraindication	kidney disease
Aurothioglucose	contraindication	pyoureter
Diclofenamide	contraindication	kidney disease
Diclofenamide	contraindication	pyoureter
Methyl salicylate	contraindication	kidney disease
Methyl salicylate	contraindication	pyoureter
Phenyl salicylate	contraindication	kidney disease
Phenyl salicylate	contraindication	pyoureter
Bromodiphenhydramine	contraindication	kidney disease
Bromodiphenhydramine	contraindication	pyoureter
Quercetin	contraindication	kidney disease
Quercetin	contraindication	pyoureter
Dolasetron	contraindication	kidney disease
Dolasetron	contraindication	pyoureter
Tolazamide	contraindication	kidney disease
Tolazamide	contraindication	pyoureter
Dofetilide	contraindication	kidney disease
Dofetilide	contraindication	pyoureter
Pentaerithrityl	contraindication	kidney disease
Pentaerithrityl	contraindication	pyoureter
Methylphenobarbital	contraindication	kidney disease
Methylphenobarbital	contraindication	pyoureter
Erythromycin	contraindication	kidney disease
Erythromycin	contraindication	pyoureter
Cidofovir	contraindication	kidney disease
Cidofovir	contraindication	pyoureter
Dexmedetomidine	contraindication	kidney disease
Dexmedetomidine	contraindication	pyoureter
Baclofen	contraindication	kidney disease
Baclofen	contraindication	pyoureter
Methylergometrine	contraindication	kidney disease
Methylergometrine	contraindication	pyoureter
Ergotamine	contraindication	kidney disease
Ergotamine	contraindication	pyoureter
Pioglitazone	contraindication	kidney disease
Pioglitazone	contraindication	pyoureter
Cholestyramine	contraindication	kidney disease
Cholestyramine	contraindication	pyoureter
Capreomycin	contraindication	kidney disease
Capreomycin	contraindication	pyoureter
Piperazine	contraindication	kidney disease
Piperazine	contraindication	pyoureter
Resorcinol	contraindication	kidney disease
Resorcinol	contraindication	pyoureter
Sibutramine	contraindication	kidney disease
Sibutramine	contraindication	pyoureter
Colistin	contraindication	kidney disease
Colistin	contraindication	pyoureter
Risedronic acid	contraindication	kidney disease
Risedronic acid	contraindication	pyoureter
Fondaparinux	contraindication	kidney disease
Fondaparinux	contraindication	pyoureter
Tacrolimus	contraindication	kidney disease
Tacrolimus	contraindication	pyoureter
Pramipexole	contraindication	kidney disease
Pramipexole	contraindication	pyoureter
Famciclovir	contraindication	kidney disease
Famciclovir	contraindication	pyoureter
Nitisinone	contraindication	kidney disease
Nitisinone	contraindication	pyoureter
Stanozolol	contraindication	kidney disease
Stanozolol	contraindication	pyoureter
Moexipril	contraindication	kidney disease
Moexipril	contraindication	pyoureter
Sumatriptan	contraindication	kidney disease
Sumatriptan	contraindication	pyoureter
Lansoprazole	contraindication	kidney disease
Lansoprazole	contraindication	pyoureter
Phenylacetic acid	contraindication	kidney disease
Phenylacetic acid	contraindication	pyoureter
Levetiracetam	contraindication	kidney disease
Levetiracetam	contraindication	pyoureter
